last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,twitter,facebook,youtube_id,bioguide_id,wikipedia_id
Taylor,Van,,,,Van Taylor,1972-08-01,M,rep,TX,3,,Republican,https://vantaylor.house.gov,1404 Longworth House Office Building; Washington DC 20515-4303,202-225-4201,RepVanTaylor,,,T000479,Van Taylor
Gooden,Lance,,,,Lance Gooden,1982-12-01,M,rep,TX,5,,Republican,https://gooden.house.gov,425 Cannon House Office Building; Washington DC 20515-4305,202-225-3484,RepLanceGooden,,,G000589,Lance Gooden
Wright,Ron,,,,Ron Wright,1953-04-08,M,rep,TX,6,,Republican,https://wright.house.gov,428 Cannon House Office Building; Washington DC 20515-4306,202-225-2002,RepRonWright,,,W000827,Ron Wright (politician)
Fletcher,Lizzie,,,,Lizzie Fletcher,1975-02-13,F,rep,TX,7,,Democrat,https://fletcher.house.gov,1429 Longworth House Office Building; Washington DC 20515-4307,202-225-2571,RepFletcher,,,F000468,Lizzie Pannill Fletcher
Escobar,Veronica,,,,Veronica Escobar,1969-09-15,F,rep,TX,16,,Democrat,https://escobar.house.gov,1505 Longworth House Office Building; Washington DC 20515-4316,202-225-4831,RepEscobar,,,E000299,Veronica Escobar
Roy,Chip,,,,Chip Roy,1972-08-07,M,rep,TX,21,,Republican,https://roy.house.gov,1319 Longworth House Office Building; Washington DC 20515-4321,202-225-4236,RepChipRoy,,,R000614,Chip Roy
Garcia,Sylvia,R.,,,Sylvia R. Garcia,1950-09-06,F,rep,TX,29,,Democrat,https://sylviagarcia.house.gov,1620 Longworth House Office Building; Washington DC 20515-4329,202-225-1688,RepSylviaGarcia,,,G000587,Sylvia Garcia
Allred,Colin,Z.,,,Colin Z. Allred,1983-04-15,M,rep,TX,32,,Democrat,https://allred.house.gov,328 Cannon House Office Building; Washington DC 20515-4332,202-225-2231,RepColinAllred,,,A000376,Colin Allred
McAdams,Ben,,,,Ben McAdams,1974-12-05,M,rep,UT,4,,Democrat,https://mcadams.house.gov,130 Cannon House Office Building; Washington DC 20515-4404,202-225-3011,RepBenMcAdams,,,M001209,Ben McAdams
Luria,Elaine,G.,,,Elaine G. Luria,1975-08-15,F,rep,VA,2,,Democrat,https://luria.house.gov,534 Cannon House Office Building; Washington DC 20515-4602,202-225-4215,RepElaineLuria,,,L000591,Elaine Luria
Riggleman,Denver,,,,Denver Riggleman,1970-03-01,M,rep,VA,5,,Republican,https://riggleman.house.gov,1022 Longworth House Office Building; Washington DC 20515-4605,202-225-4711,RepRiggleman,,,R000611,Denver Riggleman
Cline,Ben,,,,Ben Cline,1972-02-29,M,rep,VA,6,,Republican,https://cline.house.gov,1009 Longworth House Office Building; Washington DC 20515-4606,202-225-5431,RepBenCline,,,C001118,Ben Cline
Spanberger,Abigail,Davis,,,Abigail Davis Spanberger,1979-08-07,F,rep,VA,7,,Democrat,https://spanberger.house.gov,1239 Longworth House Office Building; Washington DC 20515-4607,202-225-2815,RepSpanberger,,,S001209,Abigail Spanberger
Wexton,Jennifer,,,,Jennifer Wexton,1968-05-27,F,rep,VA,10,,Democrat,https://wexton.house.gov,1217 Longworth House Office Building; Washington DC 20515-4610,202-225-5136,RepWexton,,,W000825,Jennifer Wexton
Schrier,Kim,,,,Kim Schrier,1968-08-23,F,rep,WA,8,,Democrat,https://schrier.house.gov,1123 Longworth House Office Building; Washington DC 20515-4708,202-225-7761,RepKimSchrier,,,S001216,Kim Schrier
Steil,Bryan,,,,Bryan Steil,1981-03-30,M,rep,WI,1,,Republican,https://steil.house.gov,1408 Longworth House Office Building; Washington DC 20515-4901,202-225-3031,RepBryanSteil,,,S001213,Bryan Steil
Miller,Carol,D.,,,Carol D. Miller,1950-11-04,F,rep,WV,3,,Republican,https://miller.house.gov,1605 Longworth House Office Building; Washington DC 20515-4803,202-225-3452,RepCarolMiller,,,M001205,Carol Miller (politician)
Scott,Rick,,,,Rick Scott,1952-12-01,M,sen,FL,,1,Republican,https://www.rickscott.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5274,SenRickScott,RickScottSenOffice,UC-Y9pFmW4PYGZHkC8lcqSkQ,S001217,Rick Scott
Braun,Mike,,,,Mike Braun,1954-03-24,M,sen,IN,,1,Republican,https://www.braun.senate.gov,374 Russell Senate Office Building Washington DC 20510,202-224-4814,SenatorBraun,,,B001310,Mike Braun
Hawley,Joshua,,,,Josh Hawley,1979-12-31,M,sen,MO,,1,Republican,https://www.hawley.senate.gov,212 Russell Senate Office Building Washington DC 20510,202-224-6154,SenHawleyPress,,,H001089,Josh Hawley
Romney,Mitt,,,,Mitt Romney,1947-03-12,M,sen,UT,,1,Republican,https://www.romney.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-5251,SenatorRomney,,,R000615,Mitt Romney
McSally,Martha,,,,Martha McSally,1966-03-22,F,sen,AZ,,3,Republican,https://www.mcsally.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-2235,SenMcSallyAZ,,,M001197,Martha McSally
Golden,Jared,Forrest,,,Jared F. Golden,1982-07-25,M,rep,ME,2,,Democrat,https://golden.house.gov,1223 Longworth House Office Building; Washington DC 20515-1902,202-225-6306,repgolden,,,G000592,Jared Golden
Keller,Fred,,,,Fred Keller,1965-10-23,M,rep,PA,12,,Republican,https://keller.house.gov,1717 Longworth House Office Building; Washington DC 20515-3812,202-225-3731,RepFredKeller,CongressmanFredKeller,UC_IluBx9m7HWoNhEYSoPQNQ,K000395,Fred Keller (politician)
Bishop,Dan,,,,Dan Bishop,1964-07-01,M,rep,NC,9,,Republican,https://danbishop.house.gov/,132 Cannon House Office Building; Washington DC 20515-3309,202-225-1976,,,,B001311,Dan Bishop
Murphy,Gregory,Francis,,,Gregory F. Murphy,1963-03-05,M,rep,NC,3,,Republican,https://gregmurphy.house.gov/,2333 Rayburn House Office Building; Washington DC 20515-3303,202-225-3415,,,,M001210,Greg Murphy (politician)
Loeffler,Kelly,,,,Kelly Loeffler,1970-11-27,F,sen,GA,,3,Republican,https://www.loeffler.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,SenatorLoeffler,SenLoeffler,,L000594,Kelly Loeffler
Mfume,Kweisi,,,,Kweisi Mfume,1948-10-24,M,rep,MD,7,,Democrat,,2163 Rayburn House Office Building; Washington DC 20515-2007,202-225-4741,,,,M000687,Kweisi Mfume
Tiffany,Thomas,P.,,,Thomas P. Tiffany,1957-12-30,M,rep,WI,7,,Republican,,1714 Longworth House Office Building; Washington DC 20515-4907,202-225-3365,,,,T000165,Tom Tiffany
Garcia,Mike,,,,Mike Garcia,1976-04-24,M,rep,CA,25,,Republican,,1130 Longworth House Office Building; Washington DC 20515-0525,202-225-1956,,,,G000061,Mike Garcia (politician)
Jacobs,Chris,,,,Chris Jacobs,1966-11-28,M,rep,NY,27,,Republican,,2243 Rayburn House Office Building; Washington DC 20515-3227,202-225-5265,,,,J000020,Chris Jacobs (politician)
